time,high,low,open,close,volume
2021-05-17,0.252,0.252,0.252,0.252,481
2021-05-17,0.27,0.27,0.27,0.27,230
2021-05-17,0.279219,0.279219,0.279219,0.279219,543
2021-05-17,0.2699,0.2699,0.2699,0.2699,100
2021-05-17,0.28,0.2654,0.275,0.2799,17722
2021-05-17,0.2651,0.2651,0.2651,0.2651,100
2021-05-17,0.2576,0.2576,0.2576,0.2576,100
2021-05-17,0.2551,0.255,0.2551,0.255,11723
2021-05-17,0.268999,0.268999,0.268999,0.268999,500
2021-05-17,0.2549,0.2514,0.2526,0.2525,2000
2021-05-18,0.28,0.28,0.28,0.28,25000
2021-05-18,0.28,0.264,0.2655,0.2799,12900
2021-05-18,0.2664,0.2655,0.2655,0.2664,2000
2021-05-18,0.2899,0.27,0.27,0.285,10608
2021-05-18,0.2801,0.28,0.28,0.280001,500
2021-05-18,0.2999,0.285,0.285,0.2999,6197
2021-05-18,0.3,0.29,0.3,0.29,6300
2021-05-18,0.29,0.29,0.29,0.29,979
2021-05-18,0.29,0.285,0.285,0.29,1995
2021-05-18,0.29,0.281872,0.29,0.281872,2750
2021-05-18,0.299399,0.299399,0.299399,0.299399,100
2021-05-18,0.2988,0.2895,0.2895,0.2988,2200
2021-05-18,0.2901,0.2895,0.2895,0.290001,600
2021-05-18,0.299,0.2945,0.2988,0.2945,5000
2021-05-18,0.2945,0.2945,0.2945,0.2945,1300
2021-05-18,0.2945,0.2945,0.2945,0.2945,403
2021-05-18,0.2945,0.2945,0.2945,0.2945,625
2021-05-18,0.2925,0.2925,0.2925,0.2925,100
2021-05-18,0.2945,0.292,0.2945,0.292,775
2021-05-18,0.291,0.29098,0.291,0.29098,2077
2021-05-18,0.2901,0.29,0.29,0.290001,700
2021-05-18,0.29,0.29,0.29,0.29,2311
2021-05-18,0.2987,0.2987,0.2987,0.2987,273
2021-05-18,0.2987,0.2987,0.2987,0.2987,1023
2021-05-18,0.29,0.29,0.29,0.29,255
2021-05-18,0.29,0.29,0.29,0.29,399
2021-05-18,0.29,0.29,0.29,0.29,300
2021-05-18,0.286,0.286,0.286,0.286,424
2021-05-18,0.28,0.28,0.28,0.28,800
2021-05-18,0.295,0.295,0.295,0.295,500
2021-05-18,0.2945,0.29,0.2945,0.29,1100
2021-05-18,0.3,0.297,0.297,0.2995,9807
2021-05-18,0.3,0.3,0.3,0.3,6600
2021-05-18,0.2991,0.2991,0.2991,0.2991,600
2021-05-18,0.2971,0.2971,0.2971,0.2971,100
2021-05-18,0.2992,0.299117,0.2992,0.299117,1200
2021-05-18,0.2992,0.299117,0.2992,0.299117,6800
2021-05-18,0.297151,0.297151,0.297151,0.297151,2000
2021-05-18,0.295,0.295,0.295,0.295,700
2021-05-18,0.32,0.2992,0.2993,0.32,1230
2021-05-18,0.33,0.3299,0.3299,0.33,2000
2021-05-18,0.31,0.300101,0.31,0.300101,1500
2021-05-18,0.3,0.3,0.3,0.3,500
2021-05-18,0.3,0.2999,0.3,0.2999,501
2021-05-18,0.3219,0.3219,0.3219,0.3219,290
2021-05-18,0.32,0.32,0.32,0.32,988
2021-05-18,0.32,0.32,0.32,0.32,100
2021-05-18,0.32,0.32,0.32,0.32,100
